 Birth_Married_Less than high school graduate, Birth_Married_High school graduate (includes equivalency), Birth_Married_Some college or associate's degree, Birth_Married_Bachelor's degree, Birth_Married_Graduate or professional degree, Birth_Unmarried_Less than high school graduate, Birth_Unmarried_High school graduate (includes equivalency), Birth_Unmarried_Some college or associate's degree, Birth_Unmarried_Bachelor's degree, Birth_Unmarried_Graduate or professional degree,NoBirth_Married_Less than high school graduate,NoBirth_Married_High school graduate (includes equivalency),NoBirth_Married_Some college or associate's degree,NoBirth_Married_Bachelor's degree,NoBirth_Married_Graduate or professional degree,NoBirth_Unmarried_Less than high school graduate,NoBirth_Unmarried_High school graduate (includes equivalency),NoBirth_Unmarried_Some college or associate's degree,NoBirth_Unmarried_Bachelor's degree,NoBirth_Unmarried_Graduate or professional degree
202572,448750,715554,745148,494817,220616,450356,460590,103445,36034,2686948,5906857,8802059,7961510,5241343,9244270,9252305,13748688,7213809,2943900
