births
Label,Total:,Total:!! birth:,Total:!! birth:!!Now married  ,Total:!! birth:!!Now married  !!Less than high school graduate,Total:!! birth:!!Now married  !!High school graduate (includes equivalency),Total:!! birth:!!Now married  !!Some college or associate's degree,Total:!! birth:!!Now married  !!Bachelor's degree,Total:!! birth:!!Now married  !!Graduate or professional degree,Total:!! birth:!!Unmarried :,Total:!! birth:!!Unmarried :!!Less than high school graduate,Total:!! birth:!!Unmarried :!!High school graduate (includes equivalency),Total:!! birth:!!Unmarried :!!Some college or associate's degree,Total:!! birth:!!Unmarried :!!Bachelor's degree,Total:!! birth:!!Unmarried :!!Graduate or professional degree,Total:!!Nobirth:,Total:!!Nobirth:!!Now married  ,Total:!!Nobirth:!!Now married  !!Less than high school graduate,Total:!!Nobirth:!!Now married  !!High school graduate (includes equivalency),Total:!!Nobirth:!!Now married  !!Some college or associate's degree,Total:!!Nobirth:!!Now married  !!Bachelor's degree,Total:!!Nobirth:!!Now married  !!Graduate or professional degree,Total:!!Nobirth:!!Unmarried :,Total:!!Nobirth:!!Unmarried :!!Less than high school graduate,Total:!!Nobirth:!!Unmarried :!!High school graduate (includes equivalency),Total:!!Nobirth:!!Unmarried :!!Some college or associate's degree,Total:!!Nobirth:!!Unmarried :!!Bachelor's degree,Total:!!Nobirth:!!Unmarried :!!Graduate or professional degree
    Estimate,"76,879,571","3,877,882","2,606,841","202,572","448,750","715,554","745,148","494,817","1,271,041","220,616","450,356","460,590","103,445","36,034","73,001,689","30,598,717","2,686,948","5,906,857","8,802,059","7,961,510","5,241,343","42,402,972","9,244,270","9,252,305","13,748,688","7,213,809","2,943,900"
